"","DonorAddress","model_score","model_score_count"
"103","0xa66be52b38a6d2f4a611bce4634b64c4719046f3",0.555555555555556,3
"104","0xac10c943f898fe004769b6c68715aa993e8ed559",0.611111111111111,4
"105","0xca6176dcb43783b75aed6812ccfa58992b055764",0.611111111111111,4
"106","0xe981bd621a104e7140095381f187b2f58fae84a8",0.722222222222222,4
"107","0xec845ff65781f9c9e82bd2545db9c8ad4a441ec2",0.722222222222222,4
"108","0xfefc621537d58af0a9e5817770484edf23b5f54a",0.555555555555556,3
"109","0x152531aa12acc85a3bbd0de2c2258ab576931f17",0.555555555555556,3
"110","0x3af20f26abb10774e263e58d964341352bab5464",0.611111111111111,4
"111","0x6bdb474f91d7e9cdea2a3c161c74007ac355c00d",0.666666666666667,4
"112","0x82b0ea38efd634f53273312bd19df0283f0b44dd",0.555555555555556,3
"113","0x89d11c7c7bd8699ac6e089c79b2faac66509ccbf",0.555555555555556,3
"114","0x8a942326eaf2e9f9ca751f7274694a7dc37bf0e1",0.611111111111111,4
"115","0xacf61b2db110d23d836a387a2a2224e5a87aa0f7",0.666666666666667,4
"116","0xba35c0277c05ea19fe73423b31be30dd2caaa309",0.611111111111111,4
"117","0x0bb12f45f1779c214b2397392eb06dd5c7b57501",0.666666666666667,3
"119","0x1920c86fc59b2b3e5a2f10b4fe5cf4b04962a4b0",0.666666666666667,3
"121","0x7f2b0e60be1a0c24ca7a0b058231a180990faea2",0.611111111111111,4
"122","0x8722ed9b88cb0229ada5267983f4d6e84243faa8",0.611111111111111,3
"123","0x90a2eaae50f902c57062c740bdbbb9da72a7e6be",0.555555555555556,3
"124","0xc224fe5bce86a6f9386a6d3533dd3526ed1d11c5",0.611111111111111,3
"125","0xf24f00b0f16ef18d4adaf01f8aef6272b143c97d",0.666666666666667,4
"126","0x66db547f9ff45b34a8fba4dc36b273b5de1cbd1c",0.555555555555556,3
"127","0x79952ba05ed6fbc44cd48a5982a30b70845f6c2f",0.555555555555556,3
"130","0x6d5a85b098bb75330c8a47ac03787bf54a09536a",0.611111111111111,4
"131","0x90237f902de89e1f6a30b10f063eb8bb4df4403d",0.555555555555556,3
"133","0x201255aaa8ead093dabc7eed11393f20d0e429b1",0.555555555555556,3
"134","0x79940929fd1c622ba7373edf398ccfaf56bf6c2a",0.666666666666667,4
"136","0xa5d9ec05000e5bf17ed99bf4727e1300b10e1bbb",0.555555555555556,3
"138","0xe9ee35491a8f0cbd217508aca54f226c08b4acff",0.611111111111111,4
"139","0xf0af8b2ec7abf99e73285825b08e90d60220e33a",0.555555555555556,3
"140","0x097c220996c6a7338232dd9235563b67fda23967",0.611111111111111,4
"141","0x40391712d8971bfaad731804aa4af62d8022b2d4",0.611111111111111,4
"142","0x4764c202c660fd1c5ab5dacbf758e8030ef01d22",0.611111111111111,4
"143","0x6db7723dd0b571f48b5eb932ee8e4d04bd22cfc7",0.555555555555556,3
"144","0x6de7976ca941278cd2bd2a4ed1c2028bdd8cbeaf",0.666666666666667,3
"145","0xcd374d22af7ae031aec7fdabcf0c9be1af70831a",0.666666666666667,3
"146","0xfad6a57fb93b3792eaac4d343f2747949b797a59",0.666666666666667,3
"147","0x78ce1eacb055ad48f60fda52ff4c31498b86857b",0.555555555555556,3
"148","0xd176172402ad3e075baca9a128f2dd4a61445052",0.611111111111111,4
"149","0x0c2839bbe8522d3e4c26879af4f112413db21934",0.666666666666667,4
"150","0x16302e8d9fe53221346efd6273ceec2cc365c05b",0.611111111111111,4
"151","0x27ad888bd5de3bb82ddce7a70f31f865cbd37572",0.611111111111111,4
"152","0x64a6483299c0c8ca2dc958a1d489d55188512c47",0.555555555555556,3
"155","0x7c0c3da34543c1e843b006dda77522a1f8ae1ba4",0.611111111111111,4
"156","0x7f85764f5eb716a6c1157301f8f6474fa7999845",0.611111111111111,3
"158","0xcdb05b811016397c28fbf45f59b30413eb1f2260",0.611111111111111,3
"159","0xe93c2643339c686e37b76bb1e943c59e27b64e3c",0.555555555555556,3
"160","0x0b21d137db20c0710b63a1272e1b21888e799114",0.555555555555556,3
"162","0x0c38a02fbde5b8f9514a4def89dacf3c05c8d4cc",0.777777777777778,4
"163","0x14682606f3a5e72de2c8c0962dbb49abc6c6ebcd",0.666666666666667,3
"166","0x159ad1fbb58f8f8d351012d3e6b03fa10d18e55e",0.833333333333333,5
"169","0x21e4b2d5aca8b7669ab3dc401b5ceed84f578e83",0.555555555555556,3
"173","0x3a771acea64d8ede6f056e65badf3874bc31d0a6",0.555555555555556,3
"174","0x3b860cf0c425c17ae552e8b338e67edfe152ab06",0.555555555555556,3
"175","0x3ba5fe01f5dc427aa9d085683a87fbf1f3f3828f",0.666666666666667,3
"178","0x47fbce33537ccb7e46fc3b62697384e2024e17c7",0.555555555555556,3
"179","0x4a6860470174f5d9596111e0928fef5e97d4134b",0.555555555555556,3
"181","0x57726287805bcf268c003a7829f863130acef5b4",0.777777777777778,4
"182","0x585a53b2ca3d56f39673ed349163735c04762fab",0.777777777777778,4
"183","0x5da0bd207e574e0790989799380e5d25fb293951",0.611111111111111,3
"185","0x64a6483299c0c8ca2dc958a1d489d55188512c47",0.777777777777778,4
"187","0x6b1915d1c070c3c12de50bd23d828697cba06857",0.555555555555556,3
"188","0x6b9ad9057f6a30f2192f8f17a80af1d8668d9913",0.666666666666667,3
"191","0x6edbaace409b894f4fc86d6e4fd84b9b862033c4",0.555555555555556,3
"192","0x77a34c643763423e738b5ca5c73f47dd665bbb6c",0.555555555555556,3
"193","0x793be83410553b61c6de040332341ae35606fb0c",0.777777777777778,4
"195","0x7d0dea7653cb421ffcc6ee7dd2a162846d2e3a62",0.666666666666667,3
"196","0x7e2aef6d627188895f39992942a2c5fb1603ee12",0.666666666666667,3
"198","0x7f1b15cbeecaaaca244418f4dfdb966e368cd735",0.555555555555556,3
"200","0x814990ea71affe59b5e9068b0b9f18ea693532a3",0.777777777777778,4
"204","0x8d3a6bf0494c5e11d953e6dcfb7a7dc2e0e6cd27",0.666666666666667,3
"206","0x9809a7afeac992869bc9bc58f1123b56316e246c",0.666666666666667,3
"209","0xa749ff28b2b60651244c072958ff2433e9f6f5b7",0.555555555555556,3
"210","0xa9019f59da350d854ba6bf8acf0df41d6617c9a9",0.555555555555556,3
"211","0xa9bf2738c236c23b2aae74e440c7a495fc56d1bb",0.666666666666667,3
"212","0xae80b68d02b71e2afa95a63b84ae21ae4aa73d10",0.611111111111111,3
"213","0xafc92b3a0eefcfc4e16da79be5702d0eebed8c24",0.611111111111111,4
"214","0xb854276590458d355e2ac837b9063386a00d7ac5",0.555555555555556,3
"216","0xbaa5e1c58b8dc993c78b70d62a8463da7ffffb5f",0.666666666666667,3
"217","0xbc6da47659c6b939088e853f60f96f1a14642bfc",0.555555555555556,3
"218","0xbdb09dc522cfac344f645339d2358de790aca39c",0.555555555555556,3
"220","0xcee41b27e77b579fddce41900a29d909fa0c0469",0.666666666666667,3
"222","0xd65a0e401120669017794b07ccb93ba9a6524134",0.666666666666667,3
"224","0xe3f240a4af6a8124bbf217e7b79ce7c579bf497d",0.555555555555556,3
"225","0xe8e92bc182898bf4200338f8ee800876ee1e7f5a",0.555555555555556,3
"227","0xf3b0f9ad2ac59768a23fd2e7a43337617220e136",0.666666666666667,3
"229","0xfb687ad65b1844b94a36b61eec8852c15bc473ab",0.666666666666667,3
"230","0x0e17809e9cd4f9031442eca5f3f43abe592156ea",0.722222222222222,4
"231","0x1c9019dabb09efac1ef6ae18bf6a6b9d1e673a3e",0.611111111111111,4
"232","0x3318549c132592ffc3d650afe16420c90fd841b3",0.555555555555556,3
"233","0x4788d57c126e2a7412c356002fd5faef0bb1be4c",0.555555555555556,3
"234","0x5ce24adc392766f7cd06a06320c765e3ca251525",0.611111111111111,3
"235","0x9686847cef66f28c6fb5da131d68d0be0ded4205",0.611111111111111,4
"236","0xc76318efb58665e4bf32c5c480181d7528edc342",0.611111111111111,4
"237","0xf6a9075e67d041871549d170751d7855decf87da",0.555555555555556,3
"238","0x0f0c0501d265da64494c07a8ec20ada69cdc28b8",0.555555555555556,4
"239","0x3092e5036224cd560b57ce777c4e21d8c7551c01",0.611111111111111,4
"240","0x59e948f31770dc1eb2217f173c71338ab7e7673f",0.555555555555556,3
"242","0xb3ddd0b6e42139e952cd830d0e6eb00ceb6dbaca",0.611111111111111,4
"243","0xe8af4c83bc248cfa8afe1dbcffb9b45709dc5ff0",0.611111111111111,4
"244","0x21239864570d9324f0eae93a8f5c1b2a48068cb4",0.611111111111111,3
"246","0x9458b90213638f1d389d8212cc1e5065a762849f",0.611111111111111,3
"247","0xafc53ffc701affc9c5fb2c5cb741d4552eb2bda0",0.611111111111111,4
"248","0x9051140b2424724ee6a5386f11346eefc7d14b23",0.611111111111111,3
"249","0x91cecfae3ba3158210a9448baee020d98b5874f9",0.611111111111111,3
"251","0x252739e37e27f84bd1485fdcd55f9075648c2744",0.555555555555556,3
"252","0x2edac1cbbce91861f61892668cf654b723c50053",0.611111111111111,3
"255","0x8c2cc04242840986b5180f44267a66ad860b2ec8",0.833333333333333,4
"257","0xbe39d1aecdec77924669ef8a62ed1c7f87d278d4",0.611111111111111,4
"260","0xfbbd1c8a3383964519ec34bdcb0a81d6681151a6",0.722222222222222,4
"261","0x45061e92b2ddebd82b9b4e646e173f4d91ec3f1d",0.666666666666667,4
"266","0xb9622ef23c9e1e288a7a29e6546c30eb2681dc86",0.555555555555556,3
"267","0xdad63e2b76f387b8aec048054d6f7dafa8dbc196",0.611111111111111,3
"268","0xf4752ba23e8c44a92a1782698fe069d5ae0e0111",0.555555555555556,3
"269","0xfe3373115f8bd4c55035ca2334163fb3a7909005",0.611111111111111,4
"270","0x6d4f2a3e973e016acf04201afa3bde2db3e24e63",0.555555555555556,3
"271","0xc2af59a77a406499c98e10e70c43e4980840bf6b",0.555555555555556,3
"272","0x0564a95aae9dada3285a276df0b8710c875c6760",0.666666666666667,4
"273","0x1b9ac467149f15ba6977a5dbd0526cb910c1cd1c",0.611111111111111,3
"274","0x2bc775a32f60b520ee2fb08bbdfb855937b74dc1",0.611111111111111,3
"275","0x7a19912e40353decf758d88cb6a768e392ced493",0.611111111111111,3
"276","0xa10dad896aecd1c4e7895a199ac279b1c3fd6bda",0.611111111111111,3
"277","0xb64a5b6bdf0d8cb9c6193316fb5332c39972f07b",0.611111111111111,3
"278","0xbd0ed5eac205a5774e2ab137da67bed4d8429c64",0.611111111111111,3
"279","0xccede2f6a5d7c8039b53d4d8224bb7382f4aaf25",0.666666666666667,4
"281","0x3831e2eca7610973cefebfa45626e633aa04d58a",0.666666666666667,4
"282","0x48dd56048ada35c0dc4e1d3fa1c45de0832bf091",0.611111111111111,3
"283","0x64e9cb7e188ac0235b6876f461c1f6482e2fc410",0.611111111111111,3
"284","0xfdd4a9a19335994fe290b59eddeb509b5eb7b557",0.611111111111111,3
"285","0x028ce9f9927c708c85f8977b77eec9642031eb5e",0.611111111111111,3
"286","0x0786e4c546f21017880e0dd56fc9d8439c3734e3",0.833333333333333,4
"287","0x0b137abd92b5e20066e35432d98e954136e7cea1",0.611111111111111,3
"288","0x0faa77fb2c336068a88e65ec9d89365285606933",0.833333333333333,4
"290","0x14f5f5a3ff01bd619d6a9d49083ab3d2c71e16e1",0.611111111111111,3
"291","0x1befbba53c0e72254fc4a67b97045fb7b22c8a31",0.611111111111111,3
"293","0x20950c566f0d92594b2fb412c7c70bf065a57a1e",0.833333333333333,4
"294","0x23a3f0c4354b332198bf809a0a57d8f8dcc75037",0.611111111111111,3
"295","0x2456bd7f6baf756276a1bab548988b8089f2e8b4",0.611111111111111,3
"296","0x2dd3d86620a8d2d7c19a3000aff55d9e856dcf9d",0.611111111111111,3
"297","0x32e2b9d43fc04d8b27deeb612ccd09abb0ae397b",0.611111111111111,3
"298","0x334bf2fc36288ede4126bbbb34513367d68dd836",0.611111111111111,3
"299","0x3511748c00b6b2dd9f77c1141cec9c0bd7ada5be",0.611111111111111,3
"300","0x359b957be88c0dca38718a2674c96b83f8f7416d",0.611111111111111,3
"301","0x36268dfae0b96d2805738ed39fa3e0ef15299db3",0.611111111111111,3
"302","0x3672318d2cc4300e1276ea0adf0b9fe0c9c02e19",0.611111111111111,3
"303","0x38dd64f8c926bca121b00179c590eb2845683e83",0.666666666666667,4
"304","0x39c06b54686b0540d6d57a254b976b1df4310df1",0.611111111111111,3
"305","0x3beb8270b72a2537ed046d497b72f96c62eca40b",0.611111111111111,3
"306","0x4061292dd34c5197e280209dc8998f0c0ca81f17",0.611111111111111,3
"312","0x5b8aea69b63fa1d043ad9e2bcaeda6304d61a9b5",0.611111111111111,3
"313","0x5db5631746793de8f36c0c24c1a3e23019ce3f17",0.611111111111111,3
"314","0x610469ba6cc257565da25dd46c8d3c960f5135a6",0.611111111111111,3
"315","0x65ac866fdad9eb1f024e9cdcb1c9aac666c37233",0.611111111111111,3
"316","0x65b5ff4992c9e3e71bb910319275d5b8788a4e83",0.888888888888889,5
"317","0x6d9af7c3242e829df8bacd1c8cc58f74d9b86d2b",0.833333333333333,4
"318","0x7389f57a9abf9d04513bf660e5493347da68afde",0.611111111111111,4
"319","0x7a55437871e1c4cc5047fc46fd275eb95bf3c752",0.611111111111111,4
"320","0x7b4db86b9c497ef68f6d956350b35d9857154042",0.666666666666667,4
"321","0x7cd6b93404c93667120fc23244eef66a176a54d6",0.611111111111111,3
"322","0x7ee5d30ac4f9c2fa9185466d771b053493c4e877",0.611111111111111,4
"323","0x7fccf116ad1fd54ebfbd17974f919c6330d55468",0.611111111111111,3
"324","0x81e9d573d6086630d8f2327d276bb4f4c5915b9d",0.611111111111111,3
"325","0x830e1ec123490efc75c55eec3e3bc1356e19de0e",0.611111111111111,3
"326","0x8e2562d2470a3518a5dd3fc79893654b98b1fa74",0.666666666666667,4
"327","0x941808f947975995bcc05f0754915f158de0980d",0.833333333333333,5
"328","0x9a289f3ab8f9f6c8319490b422178d42f4ba9b5e",0.666666666666667,4
"329","0x9b62cd08b619b4f89de3a26a6fe8a4c113ef4963",0.611111111111111,3
"331","0xa801cfcbb589997ec99232a3de60ee6482b4eb5e",0.888888888888889,5
"332","0xbf580539fe0641134ed79754a4fb94fc4ddbc84c",0.666666666666667,4
"333","0xc5d73b410fdd6e237d696638d48ffe607286b62f",0.611111111111111,3
"334","0xc6fb4e543e2757f1c67d0c9ecc47b91ffa0f6001",0.611111111111111,3
"335","0xcf12addc431b226b49421e9b404635a815b4b0f6",0.611111111111111,3
"336","0xd15571306eaa6de0dd5993a1992519b796a0d0fc",0.611111111111111,3
"337","0xd3108161d4ebfb9169839c1af95e2cc3dd3141d9",0.833333333333333,4
"338","0xd96d9632e578cbd985674a93224da24275c174a7",0.666666666666667,4
"339","0xddd202c8487666aa55466411e59cefdf19d1f3e2",0.611111111111111,3
"340","0xde3c9d346a67f846a53bc5ba87452788cb9bbbf6",0.611111111111111,3
"341","0xdf5bc8bc37088c2baf690897a31de4adaff149ff",0.611111111111111,3
"342","0xdfebb4a9fbb38fe314695639d502ff5517d636f3",0.611111111111111,3
"343","0xe5e3314e22f75c4d075f5a08eecb5f013b07d98b",0.611111111111111,4
"344","0xe74661f52ac6c049e37231a5bfea2954add80817",0.611111111111111,3
"345","0xe7e415c6e641ee712752c5cc853dc8745623118c",0.611111111111111,3
"346","0xe901b14f98a48f8cc9f4ef1cbdb4eb0e1d59f35f",0.555555555555556,3
"347","0xec621dfd31a6fb66afb5d17b852759c3f6a66da1",0.833333333333333,4
"348","0xeec729bbdf5d12a0268818c634aa664a1a877a03",0.611111111111111,3
"350","0xef173388bc97da7b466bdad4e49da1bd79e04240",0.611111111111111,3
"352","0xf14c3f088cc75982d3727b4463bc1c22139198fa",0.611111111111111,3
"353","0xf1cc09618a9074de491f40fcccb9c429caba8787",0.666666666666667,4
"354","0x239b047a5d6b87a88f4655f17e2fc099042bd44c",0.666666666666667,3
"357","0x49b808ebe4ca903f71e29536b7656e113b174f29",0.611111111111111,4
"358","0x4c8bf27bb08e846072b983ff0fa8d0f493e4177c",0.555555555555556,3
"359","0x77c0b99b0f8efc087b1cf8d62d62236774a9934c",0.666666666666667,3
"360","0x8fb0a2135ac6ae782685a2192199dd1395013ff7",0.611111111111111,3
"361","0xc652368b05a27dd70d135f636536714e2806bd9a",0.555555555555556,3
"362","0xd4a94edb36bda822a2611e7fb30e16f68b8e9f57",0.666666666666667,4
"364","0x72f451e5c772f0f0981e8e22ba2730ce57adcc44",0.611111111111111,4
"365","0x91a678a4c3f0701170a7f44201311126bc00b0d5",0.611111111111111,4
"366","0x0db650a21c11439a111903a172d914201b9df917",0.611111111111111,3
"367","0x34f77aa82f9e371d8af745807548e1fa0ab1f857",0.777777777777778,4
"368","0x4462e2f9ce4448ac247100a04f735746c0b60f17",0.611111111111111,3
"369","0x704577b039255590236f66132ed6c9bad6b2139c",0.611111111111111,3
"370","0xc2753b7480f5a064ef7b487735c031cc49c603fe",0.555555555555556,3
"372","0xdec8602236d707e8c6fd92e47bd00a582877c273",0.722222222222222,4
"373","0xe0338c423466b35a7709d9168b5c52f36e0a4459",0.611111111111111,3
"374","0xe3db815bd372c3fa570a225a94cb88b1367a53df",0.611111111111111,3
"375","0xf64a922843a9845c191047f7505b89561cf297bc",0.666666666666667,4
"376","0xf98a77636ad46ec9d63915e5a98934a4e1a65acc",0.666666666666667,3
"377","0x4e44655c6b6cdebe20f13f96e9b1f8aecc9763c4",0.611111111111111,4
"378","0xcb46c4da3c09a653e102a3a1fb7a39cd65034f87",0.666666666666667,4
"379","0xe8410092d9e50bc6ce4a1ebba0eb20e48c60a590",0.611111111111111,4
"381","0xe954a83985ca8fc9afd984b33220a076d3ab0a95",0.611111111111111,4
"382","0x10bd14348e36cec38c9fd09f942034663247cd0f",0.611111111111111,4
"383","0x1ce256752fba067675f09291d12a1f069f34f5e8",0.777777777777778,4
"384","0x2cc21ae838eb725ed26ade023164ce834f1732e2",0.555555555555556,3
"386","0xa92b24ac60a6b381e0ec2dd17d2a3339cda24d84",0.611111111111111,3
"388","0xca89598b47e7d7f25d29f09283acb1a46e814d6e",0.611111111111111,3
"389","0xe66ea2401789098c520caedb9dca0cabf4df5a1b",0.611111111111111,3
"390","0x33205378911768570b31c6c2bb18da27984cac22",0.555555555555556,3
"391","0x3ad60b6708266c1a6ceb86e9f446281b79ebabbf",0.555555555555556,3
"392","0x418b1fe9f9719a0a91d0fe35f64eec48824cc267",0.555555555555556,3
"395","0xa8bbe89bc9f6b05e79764ab137430207898c8ba3",0.611111111111111,3
"396","0xcab0fc678b0a9f35010bdee415d93e059260ffa0",0.611111111111111,4
"397","0xf0d74c2740398c14640c74ecca7b4aac3a8303af",0.555555555555556,3
"398","0x1b64bcbb80475e04f5c45032dbf1385d77b2f0be",0.611111111111111,4
"399","0x2a874fc8e8ffe2970691855269fce690d5134d71",0.611111111111111,4
"400","0x385987fef33188b7300231fae8c0672688ff52d5",0.833333333333333,5
"401","0x3937f60062d6a6f90cbe7d57c6c4cd1cee3c8b32",0.611111111111111,3
"403","0x70a1d647369477a466d60652f036b2c4da447142",0.666666666666667,3
"406","0x9e83ba461e7247912f95fbe1cbc6ef496b258459",0.777777777777778,4
"408","0xb6168316ceeaf8f36cef92648e08ad55b152c121",0.611111111111111,3
"411","0xd2fff89189fa83b1b44840de1330ad97318926b0",0.833333333333333,5
"413","0xee3a10f257d748e0dfd898c1db6dc5a21b1c09bc",0.833333333333333,5
"414","0xf4adf6cc0384f7a6da7eacead9a8133d4d8c77af",0.611111111111111,4
"415","0x0654a013e015a91e973860960b2814c5eeeaeaa1",0.555555555555556,3
