"","DonorAddress","model_score","model_score_count"
"416","0x70a8d012ccfe8b4b377eecc4d305b261b5ae3207",0.611111111111111,4
"418","0xad01ff4db8288d59b27a671747db78500a33e267",0.555555555555556,3
"419","0xc60fcdfaa2c84a5538e92569f500b134af60f71d",0.555555555555556,3
"421","0xff7088f85a315aa8f5f38dfedc04672a19c52ee2",0.611111111111111,4
"422","0x1caa88beb8acdc4d27f33f74f56790f896e9ee9e",0.611111111111111,3
"427","0xd1989c20bdd2d4ec2fc96ce2ec1a1c2b6b283360",0.611111111111111,3
"428","0x1bbfab61ef89f598865b8a2c140d84a3721b0e41",0.611111111111111,3
"429","0x27bd992f3ace60bdeb75e449abe01a4093d1a695",0.611111111111111,3
"430","0x91d3a2ccb70f1422c94a27d40bbd3e4320ce42cd",0.611111111111111,3
"431","0xac4ad13d1e9816afede50272c68ea0c9d0e1f8a2",0.666666666666667,4
"433","0xe8d4ad79cc534e6fcae141dbf076173020d666c6",0.555555555555556,3
"434","0x10103eeb45ee75f0a0663c589ef512d34f0a843f",0.722222222222222,4
"435","0x2351960e8b4e62fe8bed5d0706f9120ccf582666",0.666666666666667,3
"437","0x6a55459bb74afe51f1936bec53834379a79e1b9b",0.611111111111111,3
"438","0x814990ea71affe59b5e9068b0b9f18ea693532a3",0.555555555555556,3
"439","0x83839a01ef24270ccdb2bfd92ed9f93a2166522a",0.611111111111111,4
"440","0xaf6b2994d154c559e8e5123a154d458b723e9ba7",0.611111111111111,4
"441","0xdf7d271a7e1a40c491888a10c1c77a81aa174513",0.722222222222222,4
"443","0xe18c02b43154cb169ca4775a7cb4d0e04741ada7",0.611111111111111,4
"444","0xf88fda440cb24df041d49416ec7e47edc6fafb9e",0.722222222222222,4
"447","0x0439c8069f472d07bec56faae068bc63bd8f2cc4",0.833333333333333,5
"448","0x0ef1d4fafdbc9025f846913613c778e80beaa396",0.833333333333333,5
"449","0x2d6cdc5e8399ddae567f1db1123cc14e13f6910f",0.833333333333333,5
"450","0x9909d02cf250410e3b6ca243327703d7f2f1504c",0.833333333333333,5
"452","0xb10967ea85ecebb79c0e151c35622941f8c642e1",0.611111111111111,4
"453","0xc69d5247d5eba5971c03ff806bb949142f7b7ef5",0.833333333333333,5
"454","0xce346939ec47153a735d87e332c19deef253b402",0.833333333333333,5
"456","0x1fdce732277b195600d7cadf4f3c7226931c78f7",0.555555555555556,3
"457","0x23ca1224363e26a554e10a8ab1e7cf510ea976b3",0.555555555555556,3
"459","0x5628236789aff7f6cd7c27b95b1305daa4574ec9",0.666666666666667,4
"460","0x64e4c3cd361b2041508c4d52fef7ac1278d46d0a",0.611111111111111,4
"463","0xdf44369198cac57e20081c1b573d35bd6577b8db",0.833333333333333,4
"464","0xecf1b9b166430bf895d68baa739187128da09a6b",0.611111111111111,4
"465","0xf815f7c7a61ecd9230975c25d5f3cc4810be7aec",0.833333333333333,4
"466","0x21227ff534159dd93a6d7e50c4f5fdf43b065dda",0.611111111111111,4
"467","0x6c0de93c4401c2019e61505a6c1cc1bce7a0cbec",0.611111111111111,3
"468","0x8e5a20f7a8a0f1824bd99cd43b3ad2784c911693",0.611111111111111,4
"470","0xc74f1a93d46397cd7e23eb05934f21b27b918c35",0.611111111111111,4
"471","0xd26bfb6c18de7e93a2fcd322d0965cbea1551598",0.555555555555556,3
"473","0x8c2cc04242840986b5180f44267a66ad860b2ec8",0.611111111111111,3
"474","0xaef7a7d6ad4f547e2a114b63be9a6385ab69eb83",0.555555555555556,3
"477","0x0221e99808b8bf64e79c418413682eadeaf45916",0.833333333333333,5
"478","0x054e0f02f066becc2ea193e02cc479423bae7cbb",0.722222222222222,4
"480","0x11c1ea688a64629aaf3bc4c3a2e4d7a5bcc43d95",0.722222222222222,4
"481","0x1bb30244a1c7ae459c711e064712ca10a8254212",0.722222222222222,4
"482","0x1fcd404381986b2ea13905e9320cb05105a593ef",0.611111111111111,3
"485","0x453e1b06f0285469fc540340931fafcff4dd4053",0.722222222222222,4
"486","0x475379785a78adddd49f2e43fc56c18a2dc50c17",0.722222222222222,4
"487","0x4eff41f789cc45ffc4bf98d3012484acb778ec8d",0.722222222222222,4
"489","0x5b4c4291fb85f4d47494f5db04c4c810a33858a8",0.611111111111111,4
"490","0x6c8728d69934880fb44d691b92c4f6edce81cd0f",0.611111111111111,4
"491","0x700f2ed93ccc76d8581c1c86f8ce49dcf11b1633",0.666666666666667,4
"492","0x70f458ddbca8e9cca6078184053f5464bc3682ad",0.611111111111111,4
"493","0x759c89036e395d01d6ff0b1e0e935763424e8fa1",0.722222222222222,4
"494","0x7aa7e3dea83b87e32ff99f01e8ef75c7db1ff8a9",0.833333333333333,5
"495","0x7c0c3da34543c1e843b006dda77522a1f8ae1ba4",0.833333333333333,5
"496","0x825fad08c6670124ffbf44d73c7e11f01b153a40",0.833333333333333,5
"497","0x88942dea4723853372a39c5826230cb2f4ce3242",0.833333333333333,5
"498","0x8b0218ae0843af7c4705b4d6d5d520489980d753",0.611111111111111,4
"499","0x9686847cef66f28c6fb5da131d68d0be0ded4205",0.833333333333333,5
"500","0x969f56467b704c1b5b9baddc044483485ce6c8fb",0.611111111111111,4
"501","0x9939b472b5142c7f31582344c6496439b23bafd5",0.722222222222222,4
"502","0x9e6c21740d68886a7f433f0a8a597f14303d7462",0.777777777777778,4
"503","0x9ff038e2759688cb9d4bcd837f8d681c32a56f11",0.722222222222222,4
"504","0xa59d4b8226c932cb7c022fa4a1de9892cec00adf",0.722222222222222,4
"505","0xbb9883ea535570e379898f0a499b714c7ee2195b",0.611111111111111,4
"506","0xc2a61afcc494785d9657218f4ecc712a6eeba290",0.722222222222222,4
"507","0xc56fa39368ec6cb067dd1be873f2be792747685b",0.722222222222222,4
"508","0xc81c5a85b831af7e2583a3ee130fc0b2b329271f",0.666666666666667,3
"509","0xd96dd0d5cb71f44b9bbf93eb37c0c5653cbd9e72",0.722222222222222,4
"510","0xdbc0937f34ef66ab1f6ce385adc078d378aa8bbf",0.722222222222222,4
"513","0xe62526c17ba8bfd37ca3b4a0445526767353112d",0.722222222222222,4
"514","0xe954a83985ca8fc9afd984b33220a076d3ab0a95",0.833333333333333,5
"515","0xecf1b9b166430bf895d68baa739187128da09a6b",0.833333333333333,5
"516","0xf00f92e74a21a35aa74d0290370f28ce47efce6c",0.555555555555556,3
"517","0xf4e708e1c3817489764ee185dc285bf0af70d1aa",0.666666666666667,3
"519","0xf98c942064da092ef9ad32ee55dc65e26ba1a448",0.722222222222222,4
"520","0xfe3373115f8bd4c55035ca2334163fb3a7909005",0.833333333333333,5
"521","0x5ca452ff99e8bd0d9798bfe3827173072579f003",0.555555555555556,3
"522","0x91450625f0c50e5434a17ded4bc84d382367b6d9",0.611111111111111,4
"523","0x01e4ce1b450aa124e4730bb35a1c65672898ed08",0.777777777777778,4
"524","0x0294db0244500180e61d65dcb69f6c0b75d649a1",0.833333333333333,5
"525","0x03d589cd8a985f96819c46a22c242b4531a38b42",0.833333333333333,5
"526","0x05950579f8704fc5233076cf20c50928b3252c44",0.777777777777778,4
"527","0x07399a63ba160fefa506a321b18cbd50b1c3b385",0.777777777777778,4
"528","0x074448d57d0e48bf90f8bccfd649daa2d409fa32",0.833333333333333,5
"529","0x0d49d1e603abafca409721aa13dfa81bf52b53d8",0.833333333333333,5
"530","0x13d9c152ced6bc1b4cd0c3cd4b61da35c879e407",0.777777777777778,4
"531","0x148637faa9c27007e4003e0cfbf0cb055dd76aa9",0.833333333333333,5
"532","0x15ede30609be8ad7b466ff6c4c6f56ff6f34bdb7",0.833333333333333,5
"533","0x16330346dd3af918569db3c21054a3d1e19a820e",0.555555555555556,3
"534","0x1ae0cfef0135461978a4ce276023ad3c7ce7ed9e",0.777777777777778,4
"535","0x1b28d2a0b6fb592e009ef2766ca87ff8d9696fed",0.777777777777778,4
"536","0x1cb041483394f2ee5082ad35ee4de13cf8b7fcc3",0.777777777777778,4
"537","0x1dd652253c5005bbcadc0de7b8698d3d918d6b0c",0.833333333333333,5
"538","0x1ec45b0a78959e10cbd13184d991e7ec7819302a",0.777777777777778,4
"539","0x1fb47d16d3d6ced135ea9a7c0d68b150a8ec8826",0.777777777777778,4
"540","0x253c82dcb9c640e98869e69fbfda72a8a999445f",0.833333333333333,5
"541","0x25cacd8f8b4b196873cd862086d3515cae4ea930",0.777777777777778,4
"542","0x280bd81bb9dc79d4663e7dab8b9e670a2730bcd7",0.833333333333333,5
"543","0x299b9397eca0d6fd6cbbae40c6fc6c25b8f8ddf7",0.777777777777778,4
"544","0x2b77942e246c3d58c14d00ec57ad9fa0eb31ddf9",0.777777777777778,4
"545","0x2da58165454eee4418e21184f91a6cd6aec35a20",0.777777777777778,4
"546","0x2f0ea5566469815fa4ddacec272f9f2521eadd99",0.833333333333333,5
"547","0x2fc33733d138d7ded43e57b42adf7cb13297dd4a",0.777777777777778,4
"548","0x30176cfafc68ad8954b96f4600ed92f7949dc645",0.833333333333333,5
"549","0x32dab1d060443cbc59915a5416ad8dd7958e1cab",0.777777777777778,4
"550","0x342d854d7bc8e37431bc3e11f4d82f2b6ca820aa",0.555555555555556,3
"551","0x38a1eb44dc77c71dcfd6b4b8f538a679cc214bec",0.833333333333333,5
"552","0x3b3e9ab3294357a10c6a29598e2279c05602edbd",0.833333333333333,5
"553","0x3fcaac4a5e68c787066d115865fa50c7121fc6e0",0.777777777777778,4
"554","0x426750ffc2a92b342de32b92f1a8dd326c0a2c28",0.833333333333333,5
"555","0x4392ea6c3b04e82b7a52c20c3196f2a30338453c",0.777777777777778,4
"556","0x43ac3e77d2bad1ae5029ad253a10d4baa4212ec4",0.833333333333333,5
"557","0x43cac0d2a08b70d9a00b015e4f40fc7a61c2e822",0.833333333333333,5
"558","0x457f6fea6a236c350969e7d7023b948e8247bd76",0.833333333333333,5
"559","0x474d8d3d878777a5ff35b164b531d0e72086fac5",0.777777777777778,4
"560","0x4a622c99950739c0af91680e0cdd39a568c5d5d1",0.555555555555556,3
"561","0x4f1a176354825a0f196e823631c2efde286b5b10",0.777777777777778,4
"562","0x509fc10192850a72f38acfc45cc6e406ccf2dfaa",0.777777777777778,4
"563","0x514fabc0187b57916ed31e8e6de53e1f74964cca",0.833333333333333,5
"564","0x5216058645b2710aa7f6c9d05b7c80b8c4512488",0.777777777777778,4
"565","0x521a82de44f0d035cccfb7c33a5967718441cfb6",0.555555555555556,3
"566","0x53b1ddac831dffc55ffc989291b123ac94a62c06",0.833333333333333,5
"567","0x53c0bab025d8b709410b2b80d1d689d847c10e20",0.777777777777778,4
"568","0x59223dbee580ac986f8911561cabbf1537d762e6",0.777777777777778,4
"569","0x5b4a8ef0419546ebe5012bd9b422a1c344fda2ff",0.833333333333333,5
"570","0x5c869476d2c04c171d1a62f26fc9275168b5a57a",0.833333333333333,5
"571","0x5ca81ff41d7e282d2540e0ca26903d429f1d3f2b",0.777777777777778,4
"572","0x5cd026c8f2c333dabaa73e201230e459ed7713b4",0.777777777777778,4
"573","0x6250961edb060bacaafd409a28891def6bc5e7ff",0.777777777777778,4
"574","0x62e71bc016b83e2e75952e42cd888891d1085691",0.777777777777778,4
"575","0x65f8d2ce194fa4840b7e77c2642c2ce6971314cc",0.777777777777778,4
"576","0x67184e2d5598b3a23ba66ba8e25a83e80f75caf3",0.777777777777778,4
"577","0x6a2798b4032ef7364c80ef4a9f4e9efd032f5d2a",0.833333333333333,5
"578","0x6c10df30dfc4c559a7ecf2d1f6bfcc48cb35f49b",0.777777777777778,4
"579","0x6d5dcb6fd08dd26662eff63f5044caeb4c0e1686",0.777777777777778,4
"580","0x6e3ad39d269c59c50b56e915007b852844d9d4dd",0.833333333333333,5
"581","0x6e8eabaa75b703fd126a66b6ddd8796d1775c474",0.777777777777778,4
"582","0x6fd13f7f27406faec3666a9cc867c01077fc4b85",0.833333333333333,5
"583","0x72c1999d08faa2301b90b9fb3ea4d01200fe0dfb",0.777777777777778,4
"584","0x730b62a3afcc116e2bf0fb59e68a22f12c0be5db",0.833333333333333,5
"585","0x7397b50d3a8cf60e6528333cd0d09fed9094a811",0.777777777777778,4
"586","0x7b981b83deda0ac1852dcda49e8b4d994a4ce365",0.833333333333333,5
"587","0x80c9fdf254e766304309f08599142ff1b825c627",0.555555555555556,3
"588","0x85129f928e6f5c7eb0bae5fe80ec3f722b751286",0.777777777777778,4
"589","0x85451b877dd62c1cc50f26cfa27fffcccbab4d76",0.833333333333333,5
"590","0x8ab1150b2e5603e83a12fecb1cea7ec1a1079c27",0.777777777777778,4
"591","0x8cacc1c9eeb431f6dbc8c549082cdb183b618ad4",0.777777777777778,4
"592","0x8f94e6aa8794d412bf16d4f47b34415e5945d162",0.833333333333333,5
"593","0x9142cca8701928c6f66189c91eb2dda9796060d0",0.833333333333333,5
"594","0x91d548fdf12d8192945e7dc83ded275f07bd7e62",0.833333333333333,5
"595","0x9577586472548c1dcad800975fad7dd36e41c211",0.611111111111111,4
"596","0x96fc1f01363876eb88269bf25e177aa51096e607",0.777777777777778,4
"597","0x9a5f404a41acfb787892d9fafdd6b555c2adb473",0.833333333333333,5
"598","0x9de44d795bcbf9a6cff1a62db857ca109eaaf463",0.777777777777778,4
"599","0x9f8cb8c07f1ff3b00975074ae452edf6ca4cee70",0.833333333333333,5
"600","0xa1fd003ce4973eab60e0b112798f957c824fa7e1",0.833333333333333,5
"601","0xa4b3ec2467ab431024371dc228ec3faaca699f1f",0.833333333333333,5
"602","0xa893f35ca6cbe6a87864fab686d083a98c37b07c",0.777777777777778,4
"603","0xaaa7eb02188c75a8b4968726fc09ed471442b136",0.777777777777778,4
"604","0xaad947bbac799c87a21da2f1c089cc991140a4e9",0.777777777777778,4
"605","0xad0cc693e6d5cc30d3d1921032640b3fd1440336",0.833333333333333,5
"606","0xaf0ea44f388077153b8ea3cd2cce574019930183",0.555555555555556,3
"607","0xb10203089354ce933b3e6cfa0a2cf9379316d5d7",0.777777777777778,4
"608","0xb1d7783c9aa73fac6cf2f74ba80396ffc4e44f1e",0.777777777777778,4
"609","0xb3ee22ef413e4f280d864f714cb2cd78d12f3e88",0.833333333333333,5
"610","0xb81c27acfb56e8a7faaf5c55d9474b9bf2610f58",0.833333333333333,5
"611","0xbae7717b9155d666b3f5a127af309935c4117ade",0.555555555555556,3
"612","0xc07aff74ce6024299edb163bfca3d11b58c42860",0.777777777777778,4
"613","0xc30cce5114af96b89c9543970860aa671cc002ad",0.611111111111111,3
"614","0xc487b1e58b37fe0353b91b329091872e858a041b",0.777777777777778,4
"615","0xcc1b2b41ff1733666e663662d1c4d00cf6c90c05",0.555555555555556,3
"616","0xcc6fc27c45825c030e10a6483b13a1a784ea11ad",0.777777777777778,4
"617","0xccbed446a213a5449ee945df5a976f1580219df7",0.777777777777778,4
"618","0xcf63dbdefec0b23722365e9b8455284a58e99d77",0.777777777777778,4
"619","0xd1a23123f7b4e90268802e53156835261fc8b3eb",0.777777777777778,4
"620","0xd2e58ac48afb084215b7dde2b3240f82eeae6270",0.833333333333333,5
"621","0xdaf512a4ad6afcfc309567f708af723355e37b23",0.833333333333333,5
"622","0xdc9764d1e257dc0d34ea58bbdda05db2d62f8b1f",0.833333333333333,5
"623","0xdd3996e8e497116df2779a135d0cec95130caffe",0.833333333333333,5
"624","0xddd147c6023701c83ee7cff4469912d7d76b0772",0.833333333333333,5
"625","0xded89cbd0de415e20f186dd7c4a1bab78ced2a71",0.777777777777778,4
"626","0xe62088745474d8dbe070b5a006f64f06ac0d6e96",0.833333333333333,5
"627","0xe7c7ce2b9426acf725744ab01a5be7ee1d4e0ffb",0.833333333333333,5
"628","0xe7dd41a1b68de1c2f56015344cf9402d050f2b96",0.777777777777778,4
"629","0xe99f904e43ba05b2c529b4d9ca09c45f5c384753",0.833333333333333,5
"630","0xeef9e30e2fb1a3bffef8b9f8d643f287fa0c2c3f",0.777777777777778,4
"631","0xf1ee32eafdf334f60f30d3441d92d5af58804644",0.833333333333333,5
"632","0xf2787ac070ca1afc1e69eb40ab8653d0458c9b00",0.833333333333333,5
"633","0xf5d0070d17186137db01434a021776ad3a055fa9",0.833333333333333,5
"634","0xf8c195955c663dd1e83ac3b7f0db011df22d97b2",0.777777777777778,4
"635","0xfa112df5c1be0d58456160bea8f056156652d44e",0.777777777777778,4
"636","0xfac455386547f10dd04b4d10f4ac71f48080dbd8",0.777777777777778,4
"637","0xff29a9f16eb7bb6470d1673eb6b63bf86a152a6a",0.777777777777778,4
"638","0x013ab13199261dc1c1afc77291f342184310ee78",0.555555555555556,3
"639","0x2c9f5df0fe3f7d16197f1f91dc9349f377e2c32c",0.611111111111111,4
"640","0x57b4be6eb2b2a2a735449b4cd7269f6fa18147c1",0.611111111111111,4
"641","0x58b6a6e74195edbe7fc58d588bde1c99bc09b020",0.555555555555556,3
"642","0x54ce35563a4c4a3933b0103308fbebb2cc75e34a",0.611111111111111,3
"643","0x7dc408ae254e9bc142f1968b1272fe49b8a2346e",0.611111111111111,3
"644","0x954f1134c130d856ff20f83bd24482b17a949eb1",0.611111111111111,3
"645","0x9de81c7777491564c3c4e2178c92904afda85879",0.666666666666667,3
"646","0xbc8f911f6200a6ebf4019150f8ec6c5786ffa4ff",0.555555555555556,3
"647","0xe3db815bd372c3fa570a225a94cb88b1367a53df",0.833333333333333,4
"648","0xefb82aa409a0a774d21d278fe561a6623890d684",0.555555555555556,3
"650","0x6c3ad18294c8ecb650b31238941f539896f248c1",0.555555555555556,3
"654","0x96e9990db90d9edac2c37a60a416da9bbcc56c4e",0.555555555555556,3
"655","0xde7d0321a88bbe0fe8ada8be752b0dc5a581c9ee",0.555555555555556,3
"658","0x4aac4cd4dac17f01913f8b22fb919860143ca9ef",0.611111111111111,4
"659","0x60d85dbd815ddce494d16ea6ffea14ffc70cb5ce",0.611111111111111,4
"664","0x80836f457e9d91bc7f72d959b087d2b2237ec34d",0.611111111111111,3
"666","0xf85d16e7d48d458f9987ac2ed9ab1ccba5f369e9",0.611111111111111,3
"667","0xf0bd9a0bad804cabd227c03182e5b5355b715d1c",0.555555555555556,3
"668","0x137469eee07aefbe92db254bfc1c5e5b3f21d298",0.611111111111111,3
"670","0x61803f31e617a61664854981cc1b3ef0dd33275d",0.666666666666667,4
"673","0x706f4080abd659e2245f0e9241f3a79ef837b57e",0.555555555555556,3
"674","0x88942dea4723853372a39c5826230cb2f4ce3242",0.611111111111111,4
"677","0x183d20527cfb27620ea320a89fa641a6779e6853",0.555555555555556,3
"680","0x7dfbc65ac976cb32b3881093610e536160f96768",0.555555555555556,3
"692","0xd888e1a54c362c5b00da94cde9eda7ef370b2933",0.611111111111111,3
"693","0x04ee63c6054e0dbe58e3bbe202ffb143c0a027da",0.611111111111111,4
"694","0x1cfc10fb4311d07d8563968d86933e504cea0540",0.611111111111111,4
"695","0x25e8c9d2f8ddec04fa49667816001c75b1c050fa",0.611111111111111,4
"697","0x40af1910433ff4c283e0c1a32c2c50c898ed1f52",0.611111111111111,4
"698","0x4ca231cb477af97744d6a1c4cc2e3de9fe92c8a6",0.611111111111111,4
"699","0x5b16f12f4448d8bf1ba45081b91d1c988a3809a6",0.611111111111111,4
"700","0x68bf7bb818659978bf71901266faa47b311c6d4c",0.611111111111111,4
"701","0x6f6c15ffbe2dc4d8087f2ba7258b06ef585a9bb2",0.611111111111111,4
"702","0x74acee2b598dc5b367561f6fa8e0dcdea7c794f7",0.555555555555556,3
"703","0x75eed8d52e47337e6ee532e812ee4706107542b5",0.611111111111111,4
"704","0x7f1bde6872b962bb2c5355740310a90414384304",0.611111111111111,4
"705","0x82b6e3944ba552d12e262fe5e51d96cd7cb2acb5",0.611111111111111,4
"706","0x88755ccf4a5a50f2f7ea9f12bad0b0936b1fabac",0.611111111111111,4
"707","0x91d75f8894a412c0970c0582eabf188cb3a1b1cc",0.611111111111111,4
"708","0x97690831a4933827e304dd07ed52d24c55be4fdd",0.611111111111111,4
"709","0xbc862f558105f137ca10c7d49ca8f2a5b0196700",0.611111111111111,4
"712","0xd1afaff8ca047e0e6c83538497d7dc4ff56d8690",0.611111111111111,4
"714","0xebc44a184a69312d9110d9f2d4e087107224e109",0.611111111111111,4
"718","0x12022e52ac192bede627521c5e7cc1cea27093d5",0.611111111111111,4
"719","0x1db7c2acc89a34bb7340235b5534913d3627d419",0.555555555555556,3
"722","0x3983c2756550a59397c1664b08006be660cb2b33",0.666666666666667,3
"723","0x39e2f6b51d7cc1547d10f84347e93cab550d1ab7",0.611111111111111,4
"724","0x3a92d30a2a37e921c0dabfdf9bca247f8cfe7c90",0.555555555555556,3
"727","0x539c22e7fee8503b05b25610b32ac861d78a9f63",0.555555555555556,3
"728","0x5d0dcd729d05e4796d732a46d633104a2eeecdb5",0.555555555555556,3
"729","0x5e9de5edabc7b04b8ba6e9081f23487bba39948e",0.611111111111111,4
"731","0x6689352f508ff1b6f37dfa1b79fefa5d734c9e78",0.555555555555556,3
"732","0x68c1e1cef07b53561c95c2df7cecbdacab00f436",0.611111111111111,4
"733","0x8607edc504aca8fa72e972d854d7543612292a7e",0.555555555555556,3
"734","0x875e4d7caac5a811e14ce03939e28620a0457739",0.611111111111111,4
"737","0xa7fc76767ac408295a8a26a64c74883f69c358d9",0.611111111111111,4
"738","0xb6732fdc610dae2d9d58e5577394ba1af00a6e2b",0.611111111111111,4
"740","0xcc120cb4a2297cc779d8dd130942cab4bf1fbb2a",0.555555555555556,3
"741","0xcc51609642f437e3127d643a2e0bdf2e34eb0c61",0.555555555555556,3
"742","0xd28386b5caccdbc8250145a4f61cc241d528b4cf",0.611111111111111,4
"743","0xdd0a93a9f528be5995bb1ce0da4b1fa70350c597",0.611111111111111,3
"744","0xe4b5f46e18b8f8816701fc98067045e6bc553599",0.555555555555556,3
"745","0xe7d21d55f5bae5591235f2ae27c0fff18731a175",0.611111111111111,4
"747","0xf0ff4f141c66255ab465c4abdf1b7e1418318fbc",0.555555555555556,3
"748","0xf51ce37867196563beb734d8483a74374692d955",0.611111111111111,3
"749","0xfe382f845646d6a2fb7b26749a20268d7671d218",0.611111111111111,4
"753","0xda0a0981de5b56425e372768c5cd8b22ce59a7b5",0.666666666666667,4
"754","0xf028db889888c44b7118f643645b00c54a8d77e1",0.555555555555556,3
"755","0xa0f34c8de1cbdc0a9baae1497b662b32bc1cd72e",0.611111111111111,3
"756","0x96bb57952c6c20e34621dde232ef261f51d0c165",0.611111111111111,4
"757","0xc713ef9809d92054811c0ef5eef2401b64024b98",0.555555555555556,3
"758","0x0cea92843fe24c584d716cb90e89b72a99798c42",0.555555555555556,3
"764","0x0c38a02fbde5b8f9514a4def89dacf3c05c8d4cc",0.555555555555556,3
"765","0x3b3bf8eaab570ed90c4bddfedf5ab2cdb87a8eda",0.666666666666667,4
"766","0x65f496171fb0454750e6c3ef3ec4b67072341c90",0.611111111111111,3
"768","0x7ce8a4b20f787113b2abfed8fbfc52fa6d7eb14e",0.666666666666667,3
"771","0xf2145433cbe1da44de6ccc758d4875573efe4d79",0.666666666666667,4
"772","0xf7b7296b3115894c401419601bf52e45c0777e34",0.777777777777778,4
"773","0xf889b23a1562da67677a932ae521d5811bf36a45",0.777777777777778,4
"774","0x63326dfdb1a5b3d301ede8b1e2068d2a370013ed",0.611111111111111,4
"775","0x744e78dc1aa4e684490ac64ecafdb623d591a05b",0.555555555555556,3
"776","0xb5832203082475796c9ae26e9d351eeeaed3de92",0.555555555555556,3
"778","0x0ad17306abd07b323d098e1e1dafd926eb7e0411",0.666666666666667,3
"779","0x0cf3a31d527ab2f71a947595dfaa165cb7547348",0.611111111111111,3
"780","0x29264ccc54cfcd704466c410cebac0f10aeb7328",0.666666666666667,3
"781","0x34f77aa82f9e371d8af745807548e1fa0ab1f857",0.555555555555556,3
"782","0x4c336e4c9d6b568086668d04924e538019861f90",0.555555555555556,3
"784","0x6340ad17208d3ebe32192abd605f09cbb7b99e66",0.611111111111111,3
"787","0xb3a136462dcd4c119efcddb1c50b485484903905",0.722222222222222,4
"788","0xbbcf0ee7760a15cc8a96f085a2825de352488ef2",0.666666666666667,3
"791","0xdaa07f089441e2dc4b5c8a6c53173cfcf97dd99e",0.666666666666667,3
"794","0xefd193e59e7f8303ea20145f1683d102d46478a9",0.611111111111111,3
"795","0xf373a559f100feba9bb55818b5350a6b40a515c4",0.666666666666667,3
"798","0x0983856fd371c1619c093e1dd6c425eefc76cd0b",0.611111111111111,3
"800","0x402e2e7b1a917a6a4b4cf8a0d1939ff1fe59b4ba",0.611111111111111,3
"803","0x6c0de93c4401c2019e61505a6c1cc1bce7a0cbec",0.833333333333333,4
"804","0x72d05e33132953dee1870ad407f2189e22ed351e",0.833333333333333,4
"807","0xca75925aa9a8d796bfa984c327b158233ac0ac1a",0.611111111111111,4
"818","0x316c53008a2923a8f3b9eb1bd6692f52fd674559",0.555555555555556,3
"820","0x955a8909f437917d94e752a15f595b2e1ba36419",0.555555555555556,3
"822","0x0145b9cb6680ff8fe9b7164a60f2a88fe73955a7",0.777777777777778,4
"823","0x109de891d02615d4e39b85faffa4064e2c822748",0.555555555555556,3
"824","0x11cadcb83a26c513f340d8ee092a8bb17ee4810c",0.777777777777778,4
"825","0x1addca3806577123049c4d194c986ab234041e33",0.833333333333333,5
"826","0x1ddebc51d3757f287342f18d5ddc483f2be63b2f",0.555555555555556,3
"827","0x1f22b7170fe102fbd11f4980a06e3a232e287f23",0.777777777777778,4
"828","0x26fd760878f131d22c7b08bd3144f4a0ede5f6f4",0.777777777777778,4
"829","0x27f41c7736850a7ce3afccd76e3059d526a049fe",0.777777777777778,4
"830","0x2830f82978047a8c5fc4bf0db73673afdf491d3e",0.555555555555556,3
"831","0x28b7bf2adaf4adbc037ae30062f79c3005e5b7bb",0.555555555555556,3
"832","0x2a549573d22b8d7dac8170ad7885213c01851c64",0.777777777777778,4
"833","0x2c72e7a8f79fd831b7ab477aa50892fff67f2a7f",0.555555555555556,3
"834","0x2cf28d2d4b7d73ea8db65c9d17a0cfab2ad16f2d",0.555555555555556,3
"835","0x2d527bedd7de6e1d44f59aa05f64307e68222b47",0.777777777777778,4
"836","0x30276ffcb32bb7709839ad0b113de204877b9ce4",0.833333333333333,5
"837","0x32ac187a80aabf3823336bf8be608dec8970abfc",0.611111111111111,4
"838","0x36ac61ba5e164f51966b880327edb11b169003ab",0.777777777777778,4
"839","0x37ccdb7dbf662c1d940bcb6794aef0dc395d7e69",0.777777777777778,4
"840","0x394e9ceeafb2da199c3fa5349164dda447825bb5",0.777777777777778,4
"841","0x3ff295de36e65dbf7ccb4761f4644eda4df39a16",0.833333333333333,5
"842","0x4568ea48268bdbe5f5688339660261d0b581d8b0",0.777777777777778,4
"843","0x49ead75a9215251203c128d7aae8306515d2ab47",0.777777777777778,4
"844","0x4d54ba85d93f09b98c2e838f1c391c30604c0020",0.555555555555556,3
"845","0x4d5d938a81e81024fae33c5eddef78ccd6d7ffd4",0.833333333333333,5
"846","0x5311c792de65b6678b9beb8994d9c926e0efd3a0",0.833333333333333,5
"847","0x539f24e4afcdb840e2a70604321d99d2a9731aed",0.555555555555556,3
"848","0x583741645e945674776e3ea011a3ed4211d7ed79",0.777777777777778,4
"849","0x584464edf584e1379d8f9c89d3ce398ad033669c",0.833333333333333,5
"850","0x5f2479565fe057b2873bf93053eb2155dde24a11",0.833333333333333,5
"851","0x6ab395074430affcb5a256f4f031d97bdbcb91c7",0.555555555555556,3
"852","0x6bd16b443a30cfd3028517b366667c7c579020b6",0.833333333333333,5
"853","0x6d4141c746202870296071b7b524f8775ad0fc01",0.611111111111111,4
"854","0x6f15255ccff6291823092ce935a7cca5f6bf2a9b",0.777777777777778,4
"855","0x740c04e027f37ff93fb40e424cba69780e6db2d1",0.777777777777778,4
"856","0x751e34cdfbd0ad3b156b88218b918d02750dce08",0.777777777777778,4
